No,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Alive
3810,9,D,Acer saccharum,0.073,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.63,NA,-0.04,10.98,11.22,12,42,1,0,Dead
4964,12,C,Quercus alba,0.047,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,27.63,37.57,4.34,20.07,19.51,33,115.5,0,0,Alive
3824,9,B,Prunus serotina,0.074,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,21.81,NA,0.31,5.07,6.89,12,42,1,0,Dead
3838,9,B,Prunus serotina,0.074,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,21.81,NA,0.31,5.07,6.89,12,42,1,0,Dead
3845,9,D,Acer saccharum,0.073,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.06,NA,-0.04,13.53,12.37,12,42,1,0,Dead
3914,10,A,Prunus serotina,0.051,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,35.09,NA,0.51,5.08,7.09,12,42,1,0,Dead
4978,12,E,Quercus rubra,0.035,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,20.7,23,3.84,20.96,18.08,33,115.5,0,0,Alive
4002,10,A,Prunus serotina,0.051,Low,2017,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/8/18,28.58,NA,0.25,5.08,5.92,12,42,1,0,Dead
4983,12,D,Quercus alba,0.032,Low,2017,Quercus alba,415,Non-Sterile,Conspecific,EMF,EMF,5/22/18,20.99,36.52,4.47,20.36,19.01,33,115.5,0,0,Alive
4004,10,A,Prunus serotina,0.051,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,35.09,NA,0.51,5.08,7.09,12,42,1,0,Dead
4062,10,C,Prunus serotina,0.075,Low,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,20.04,NA,0.62,5.12,8.19,12,42,1,0,Dead
4076,10,E,Prunus serotina,0.072,Low,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.85,NA,0.69,7.94,11.64,12,42,1,0,Dead
4128,10,B,Prunus serotina,0.072,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,33.07,NA,0.54,4.96,6.87,12,42,1,0,Dead
4148,10,B,Prunus serotina,0.072,Low,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,20.77,NA,0.62,5.08,8.14,12,42,1,0,Dead
4171,10,D,Prunus serotina,0.06,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,36.87,NA,0.54,4.99,7.06,12,42,1,0,Dead
4172,10,D,Prunus serotina,0.06,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,21.36,NA,0.68,6.47,10.46,12,42,1,0,Dead
4204,10,D,Prunus serotina,0.06,Low,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,36.87,NA,0.54,4.99,7.06,12,42,1,0,Dead
4218,10,B,Prunus serotina,0.072,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,20.77,NA,0.62,5.08,8.14,12,42,1,0,Dead
4251,10,B,Prunus serotina,0.072,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,56.63,NA,0.56,5.41,6.99,12,42,1,0,Dead
4298,10,D,Prunus serotina,0.06,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,53.7,NA,0.57,5.28,6.36,12,42,1,0,Dead
4308,10,B,Prunus serotina,0.072,Low,2017,Prunus serotina,H,Non-Sterile,Conspecific,AMF,AMF,6/8/18,36.12,NA,0.42,5.29,7.32,12,42,1,0,Dead
5019,12,D,Quercus rubra,0.032,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,12.68,29.1,3.58,23.42,16.56,21,73.5,1,0,Dead
4348,11,C,Prunus serotina,0.055,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,28.15,NA,0.65,5.42,8.13,12,42,1,0,Dead
4366,11,C,Acer saccharum,0.055,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,21.43,NA,-0.56,9.92,10.04,12,42,1,0,Dead
4372,11,C,Prunus serotina,0.055,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,45.58,NA,0.58,5,7.17,12,42,1,0,Dead
4386,11,C,Prunus serotina,0.055,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,24.37,NA,0.58,4.72,7.13,12,42,1,0,Dead
4389,11,C,Prunus serotina,0.055,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,51.15,NA,0.68,5.67,9.44,12,42,1,0,Dead
5037,12,D,Quercus rubra,0.032,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,12.68,29.1,3.58,23.42,16.56,33,115.5,0,0,Alive
4414,11,A,Prunus serotina,0.068,Low,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,6/7/18,35.28,NA,0.38,5.25,6.94,12,42,1,0,Dead
4481,11,C,Prunus serotina,0.055,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,28.15,NA,0.65,5.42,8.13,12,42,1,0,Dead
4525,11,A,Prunus serotina,0.068,Low,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.23,NA,0.7,8.19,11.65,12,42,1,0,Dead
4527,11,E,Prunus serotina,0.068,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,35.1,NA,0.52,5.43,7.49,12,42,1,0,Dead
4531,11,C,Prunus serotina,0.055,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,24.37,NA,0.58,4.72,7.13,12,42,1,0,Dead
4532,11,C,Prunus serotina,0.055,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,51.15,NA,0.68,5.67,9.44,12,42,1,0,Dead
4549,11,D,Acer saccharum,0.05,Low,2017,Prunus serotina,G,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,25.31,NA,-0.84,9.36,9.68,12,42,1,0,Dead
4581,11,B,Prunus serotina,0.055,Low,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/7/18,40.23,NA,0.44,5.16,6.35,12,42,1,0,Dead
4646,11,B,Acer saccharum,0.055,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,21.43,NA,-0.56,9.92,10.04,12,42,1,0,Dead
4662,11,D,Prunus serotina,0.05,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,49.68,NA,0.44,5.69,8.8,12,42,1,0,Dead
4667,11,B,Prunus serotina,0.055,Low,2016,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,45.58,NA,0.58,5,7.17,12,42,1,0,Dead
4677,11,D,Prunus serotina,0.05,Low,2017,Prunus serotina,H,Non-Sterile,Conspecific,AMF,AMF,6/7/18,27.59,NA,0.15,5.17,6.25,12,42,1,0,Dead
4688,11,B,Prunus serotina,0.055,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,51.15,NA,0.68,5.67,9.44,12,42,1,0,Dead
4700,11,B,Prunus serotina,0.055,Low,2017,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/7/18,40.23,NA,0.44,5.16,6.35,12,42,1,0,Dead
4724,11,B,Prunus serotina,0.055,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,45.58,NA,0.58,5,7.17,12,42,1,0,Dead
4753,12,A,Prunus serotina,0.063,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,33.5,NA,0.53,5.35,6.7,12,42,1,0,Dead
5083,12,B,Quercus rubra,0.06,Low,2017,Quercus rubra,984,Non-Sterile,Conspecific,EMF,EMF,5/24/18,16.59,23.81,2.37,25.82,11.39,21,73.5,1,0,Dead
4807,12,A,Prunus serotina,0.063,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,33.5,NA,0.53,5.35,6.7,12,42,1,0,Dead
5086,12,D,Quercus rubra,0.032,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,20.14,25.65,3.81,20.61,18.58,33,115.5,0,0,Alive
4823,12,C,Prunus serotina,0.047,Low,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/7/18,27.89,NA,0.11,5.15,6.47,12,42,1,0,Dead
5090,12,D,Quercus alba,0.032,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,27.52,34.58,4.44,19.11,21.89,33,115.5,0,0,Alive
4835,12,C,Prunus serotina,0.047,Low,2016,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,47.65,NA,0.63,6.43,10.59,12,42,1,0,Dead
4836,12,C,Quercus rubra,0.047,Low,2017,Sterile,970,Sterile,Sterilized,EMF,Sterile,5/23/18,10.34,3.62,2.48,26.38,11.04,12,42,1,0,Dead
4854,12,C,Prunus serotina,0.047,Low,2017,Prunus serotina,H,Non-Sterile,Conspecific,AMF,AMF,6/7/18,27.89,NA,0.11,5.15,6.47,12,42,1,0,Dead
4861,12,A,Prunus serotina,0.063,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,34.63,NA,0.72,7.99,11.63,12,42,1,0,Dead
4865,12,A,Acer saccharum,0.063,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,20.17,NA,-0.7,14,11.94,12,42,1,0,Dead
4870,12,C,Prunus serotina,0.047,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,47.65,NA,0.63,6.43,10.59,12,42,1,0,Dead
4877,12,C,Prunus serotina,0.047,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.44,NA,0.25,5.75,8.67,12,42,1,0,Dead
5105,12,D,Quercus rubra,0.032,Low,2017,Quercus rubra,921,Non-Sterile,Conspecific,EMF,EMF,5/24/18,10.94,22.92,2.21,26,11.48,17,59.5,1,0,Dead
4894,12,C,Prunus serotina,0.047,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,28.04,NA,0.37,5.49,9.16,12,42,1,0,Dead
4900,12,A,Acer saccharum,0.063,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,20.17,NA,-0.7,14,11.94,12,42,1,0,Dead
5112,12,D,Quercus alba,0.032,Low,2017,Sterile,415,Sterile,Sterilized,EMF,Sterile,5/17/18,8.76,4.7,2.32,18.87,18.64,23,80.5,1,0,Dead
4933,12,A,Prunus serotina,0.063,Low,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,34.63,NA,0.72,7.99,11.63,12,42,1,0,Dead
4935,12,A,Prunus serotina,0.063,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,25.81,NA,0.6,4.94,7.85,12,42,1,0,Dead
4938,12,A,Prunus serotina,0.063,Low,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/7/18,32.18,NA,0.39,5.18,6.74,12,42,1,0,Dead
4946,12,C,Prunus serotina,0.047,Low,2017,Prunus serotina,G,Non-Sterile,Conspecific,AMF,AMF,6/7/18,27.89,NA,0.11,5.15,6.47,12,42,1,0,Dead
4962,12,C,Prunus serotina,0.047,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.44,NA,0.25,5.75,8.67,12,42,1,0,Dead
4989,12,B,Prunus serotina,0.06,Low,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,6/7/18,34.02,NA,0.4,5.25,6.91,12,42,1,0,Dead
4999,12,D,Acer saccharum,0.032,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,26.04,NA,-0.85,9.34,9.71,12,42,1,0,Dead
5041,12,B,Prunus serotina,0.06,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,36.87,NA,0.54,4.99,7.06,12,42,1,0,Dead
5044,12,B,Prunus serotina,0.06,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,24.28,NA,0.59,4.83,7.49,12,42,1,0,Dead
5073,12,D,Prunus serotina,0.032,Low,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,22.48,NA,0.33,5.24,7.37,12,42,1,0,Dead
5078,12,B,Prunus serotina,0.06,Low,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,36.87,NA,0.54,4.99,7.06,12,42,1,0,Dead
5089,12,D,Prunus serotina,0.032,Low,2017,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/7/18,28.26,NA,0.1,5.15,6.47,12,42,1,0,Dead
5096,12,B,Prunus serotina,0.06,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,21.36,NA,0.68,6.47,10.46,12,42,1,0,Dead
5097,12,B,Prunus serotina,0.06,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,36.87,NA,0.54,4.99,7.06,12,42,1,0,Dead
5104,12,D,Prunus serotina,0.032,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,22.48,NA,0.33,5.24,7.37,12,42,1,0,Dead
5151,12,B,Quercus alba,0.06,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,15.17,28.36,4.74,23.67,16.12,33,115.5,0,0,Alive
5119,12,B,Prunus serotina,0.06,Low,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,24.28,NA,0.59,4.83,7.49,12,42,1,0,Dead
5153,12,B,Quercus alba,0.06,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,20.14,22.73,4.74,18.34,22.05,33,115.5,0,0,Alive
5156,12,B,Quercus rubra,0.06,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,26.68,34.45,3.93,27.29,14.86,21,73.5,1,0,Dead
5152,12,B,Prunus serotina,0.06,Low,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,21.36,NA,0.68,6.47,10.46,12,42,1,0,Dead
5164,12,D,Acer saccharum,0.032,Low,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.41,NA,-0.24,9.61,10.03,18,63,1,0,Dead
5173,12,B,Prunus serotina,0.06,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,21.36,NA,0.68,6.47,10.46,12,42,1,0,Dead
5188,13,A,Prunus serotina,0.052,Low,2017,Sterile,G,Sterile,Sterilized,AMF,Sterile,6/5/18,15.38,NA,0.31,5.18,7.67,12,42,1,0,Dead
5192,13,A,Prunus serotina,0.052,Low,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,22.02,NA,0.21,4.8,5.44,12,42,1,0,Dead
5215,13,C,Acer saccharum,0.087,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.4,NA,-0.02,13.88,12.46,12,42,1,0,Dead
5230,13,C,Prunus serotina,0.087,Med,2017,Sterile,I,Sterile,Sterilized,AMF,Sterile,6/5/18,8.73,NA,0.06,7.69,11.93,12,42,1,0,Dead
5243,13,A,Prunus serotina,0.052,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,22.02,NA,0.21,4.8,5.44,12,42,1,0,Dead
5178,12,D,Prunus serotina,0.032,Low,2017,Sterile,I,Sterile,Sterilized,AMF,Sterile,6/5/18,10.98,NA,0,5,8.22,33,115.5,0,0,Alive
5296,13,A,Acer saccharum,0.052,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,10.62,NA,-0.09,10.73,10.96,12,42,1,0,Dead
5185,13,A,Quercus alba,0.052,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,30.81,46.33,4.58,19.18,21.96,19,66.5,1,0,Dead
5323,13,A,Prunus serotina,0.052,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,22.02,NA,0.21,4.8,5.44,12,42,1,0,Dead
5434,13,D,Prunus serotina,0.086,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,17.26,NA,0.28,10.99,13.42,12,42,1,0,Dead
5442,13,B,Acer saccharum,0.093,Med,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.56,NA,0.12,14.44,12.69,12,42,1,0,Dead
5194,13,C,Quercus alba,0.087,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,14.09,23.18,4.64,17.68,23.52,33,115.5,0,0,Alive
5486,13,D,Prunus serotina,0.086,Med,2017,Sterile,H,Sterile,Sterilized,AMF,Sterile,6/5/18,10,NA,0.05,7.33,11.55,12,42,1,0,Dead
5489,13,D,Prunus serotina,0.086,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,17.26,NA,0.28,10.99,13.42,12,42,1,0,Dead
5210,13,A,Quercus rubra,0.052,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,41.48,16.25,3.84,23.88,16.28,33,115.5,0,0,Alive
5508,13,D,Prunus serotina,0.086,Med,2017,Sterile,J,Sterile,Sterilized,AMF,Sterile,6/5/18,10,NA,0.05,7.33,11.55,12,42,1,0,Dead
5512,13,B,Acer saccharum,0.093,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.91,NA,0.15,13.8,12.05,12,42,1,0,Dead
5517,13,B,Acer saccharum,0.093,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.91,NA,0.15,13.8,12.05,12,42,1,0,Dead
5587,13,B,Prunus serotina,0.093,Med,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,6/5/18,9.59,NA,-0.01,8,11.76,12,42,1,0,Dead
5625,14,A,Prunus serotina,0.06,Low,2017,Prunus serotina,G,Non-Sterile,Conspecific,AMF,AMF,6/7/18,34.02,NA,0.4,5.25,6.91,12,42,1,0,Dead
5644,14,C,Prunus serotina,0.053,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,51.83,NA,0.69,5.84,9.74,12,42,1,0,Dead
5645,14,C,Prunus serotina,0.053,Low,2016,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,45.33,NA,0.54,5.03,6.85,12,42,1,0,Dead
5721,14,C,Prunus serotina,0.053,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,51.83,NA,0.69,5.84,9.74,12,42,1,0,Dead
5729,14,A,Prunus serotina,0.06,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,36.87,NA,0.54,4.99,7.06,12,42,1,0,Dead
5249,13,C,Acer saccharum,0.087,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,13.4,NA,-0.02,13.88,12.46,17,59.5,1,0,Dead
5739,14,C,Prunus serotina,0.053,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,29.53,NA,0.75,5.97,10.02,12,42,1,0,Dead
5267,13,C,Acer saccharum,0.087,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.91,NA,0.31,13.94,12.3,17,59.5,1,0,Dead
5746,14,A,Prunus serotina,0.06,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,21.36,NA,0.68,6.47,10.46,12,42,1,0,Dead
5273,13,C,Prunus serotina,0.087,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,16.18,NA,0.35,10.85,13.69,17,59.5,1,0,Dead
5762,14,A,Prunus serotina,0.06,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,36.87,NA,0.54,4.99,7.06,12,42,1,0,Dead
5784,14,A,Prunus serotina,0.06,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,36.87,NA,0.54,4.99,7.06,12,42,1,0,Dead
5803,14,A,Prunus serotina,0.06,Low,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/7/18,34.02,NA,0.4,5.25,6.91,12,42,1,0,Dead
5844,14,D,Prunus serotina,0.059,Low,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,38.48,NA,0.56,5.03,7,12,42,1,0,Dead
5289,13,C,Acer saccharum,0.087,Med,2016,Sterile,1323,Sterile,Sterilized,AMF,Sterile,5/17/18,8.7,NA,0.05,12.43,12.39,18,63,1,0,Dead
5873,14,B,Prunus serotina,0.074,Low,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,6/7/18,34.77,NA,0.46,5.11,7.11,12,42,1,0,Dead
5292,13,C,Quercus rubra,0.087,Med,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,17.67,27.55,3.64,20.43,18.51,21,73.5,1,0,Dead
5875,14,B,Prunus serotina,0.074,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,27.64,NA,0.64,7.05,11.39,12,42,1,0,Dead
5888,14,B,Prunus serotina,0.074,Low,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,27.64,NA,0.64,7.05,11.39,12,42,1,0,Dead
5898,14,D,Prunus serotina,0.059,Low,2017,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,53.5,NA,0.56,5.4,6.47,12,42,1,0,Dead
5911,14,B,Prunus serotina,0.074,Low,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,27.64,NA,0.64,7.05,11.39,12,42,1,0,Dead
5300,13,A,Quercus rubra,0.052,Low,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,13.36,22.6,3.43,26.46,13.79,33,115.5,0,0,Alive
5303,13,C,Quercus rubra,0.087,Med,2017,Sterile,1454,Sterile,Sterilized,EMF,Sterile,5/23/18,4.4,4.5,3.41,24.66,14.85,21,73.5,1,0,Dead
5307,13,C,Quercus alba,0.087,Med,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,5/17/18,5.29,4.78,3.3,18.95,20.18,33,115.5,0,0,Alive
5920,14,D,Prunus serotina,0.059,Low,2017,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,24.63,NA,0.58,4.81,7.29,12,42,1,0,Dead
5313,13,A,Quercus alba,0.052,Low,2017,Sterile,1320,Sterile,Sterilized,EMF,Sterile,5/17/18,9.53,3.69,2.35,18.84,18.54,33,115.5,0,0,Alive
5957,14,D,Prunus serotina,0.059,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,53.5,NA,0.56,5.4,6.47,12,42,1,0,Dead
5968,14,D,Prunus serotina,0.059,Low,2017,Prunus serotina,H,Non-Sterile,Conspecific,AMF,AMF,6/7/18,37.5,NA,0.43,5.26,6.88,12,42,1,0,Dead
6002,14,B,Prunus serotina,0.074,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,27.64,NA,0.64,7.05,11.39,12,42,1,0,Dead
6028,14,D,Prunus serotina,0.059,Low,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/7/18,37.5,NA,0.43,5.26,6.88,12,42,1,0,Dead
6112,15,C,Acer saccharum,0.103,Med,2017,Prunus serotina,H,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,22.16,NA,-0.64,13.88,12.13,12,42,1,0,Dead
5328,13,A,Quercus rubra,0.052,Low,2017,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,16.28,26.66,3.75,19.84,19.6,33,115.5,0,0,Alive
5331,13,A,Quercus rubra,0.052,Low,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,41.48,16.25,3.84,23.88,16.28,33,115.5,0,0,Alive
6140,15,A,Prunus serotina,0.087,Med,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,36.65,NA,0.71,10.43,13.72,12,42,1,0,Dead
6216,15,A,Prunus serotina,0.087,Med,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/7/18,22.46,NA,0.38,10.27,14.03,12,42,1,0,Dead
6271,15,B,Prunus serotina,0.11,Med,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,39.74,NA,0.72,9.52,11.98,12,42,1,0,Dead
6274,15,E,Acer saccharum,0.086,Med,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,21.35,NA,-0.58,14.11,12.2,12,42,1,0,Dead
6305,15,B,Acer saccharum,0.11,Med,2017,Prunus serotina,J,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,22.09,NA,-0.47,13.95,12.14,12,42,1,0,Dead
5352,13,A,Quercus alba,0.052,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,24.58,34.44,4.35,19.27,20.87,33,115.5,0,0,Alive
6306,15,B,Prunus serotina,0.11,Med,2017,Prunus serotina,H,Non-Sterile,Conspecific,AMF,AMF,6/7/18,22.94,NA,0.28,10.65,13.92,12,42,1,0,Dead
6313,15,D,Prunus serotina,0.086,Med,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/7/18,22.89,NA,0.19,10.49,13.72,12,42,1,0,Dead
6338,15,B,Prunus serotina,0.11,Med,2017,Prunus serotina,G,Non-Sterile,Conspecific,AMF,AMF,6/7/18,22.94,NA,0.28,10.65,13.92,12,42,1,0,Dead
6434,15,B,Prunus serotina,0.11,Med,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,51.92,NA,0.93,9.96,13.23,12,42,1,0,Dead
5366,13,A,Quercus alba,0.052,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,17.37,28.16,3.67,18.96,20.66,33,115.5,0,0,Alive
